"","country_code","country_name","date","s1_school_closing","s1_is_general","s2_workplace_closing","s2_is_general","s3_cancel_public_events","s3_is_general","s4_close_public_transport","s4_is_general","s5_public_information_campaigns","s5_is_general","s6_restrictions_on_internal_movement","s6_is_general","s7_international_travel_controls","s8_fiscal_measures","s9_monetary_measures","s10_emergency_investment_in_health_care","s11_investment_in_vaccines","s12_testing_framework","s13_contact_tracing","confirmed_cases","confirmed_deaths","stringency_index","stringency_index_for_display","hospital_beds_per_million","people_per_sq_km","gdp_percap","population_millions","age_percent_0_to_14","age_percent_15_to_64","age_percent_65_UP","deaths_per_million","cases_per_million","spare_beds_per_million"
"306","AGO","Angola",20200105,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,19,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"307","AGO","Angola",20200106,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,19,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"308","AGO","Angola",20200107,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,19,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"309","AGO","Angola",20200311,0,NA,0,1,0,1,0,1,0,1,0,1,3,0,0,0,0,0,0,19,2,14.29,14.29,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"310","AGO","Angola",20200407,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,0,0,2,0,16,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.519315923310281,799.48068407669
"311","AGO","Angola",20200109,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,16,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.519315923310281,799.48068407669
"312","AGO","Angola",20200110,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,16,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.519315923310281,799.48068407669
"313","AGO","Angola",20200111,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,16,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.519315923310281,799.48068407669
"314","AGO","Angola",20200316,0,NA,0,1,0,1,0,1,0,1,0,1,3,0,0,0,0,1,0,16,2,14.29,14.29,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.519315923310281,799.48068407669
"315","AGO","Angola",20200317,0,NA,0,1,0,1,0,1,0,1,0,1,3,0,0,0,0,1,0,16,2,14.29,14.29,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.519315923310281,799.48068407669
"316","AGO","Angola",20200318,0,NA,0,1,0,1,0,1,0,1,0,1,3,0,0,0,0,1,0,16,2,14.29,14.29,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.519315923310281,799.48068407669
"317","AGO","Angola",20200401,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,1,0,7,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.227200716448248,799.772799283552
"318","AGO","Angola",20200117,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.227200716448248,799.772799283552
"319","AGO","Angola",20200118,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.227200716448248,799.772799283552
"320","AGO","Angola",20200119,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,7,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.227200716448248,799.772799283552
"325","AGO","Angola",20200416,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"326","AGO","Angola",20200417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"327","AGO","Angola",20200418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"328","AGO","Angola",20200406,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,0,0,2,0,14,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.454401432896496,799.545598567104
"329","AGO","Angola",20200126,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,14,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.454401432896496,799.545598567104
"330","AGO","Angola",20200127,0,NA,0,NA,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,14,2,0,0,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.454401432896496,799.545598567104
"331","AGO","Angola",20200402,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,1,0,8,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.25965796165514,799.740342038345
"332","AGO","Angola",20200403,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,4e+07,0,2,0,8,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.25965796165514,799.740342038345
"334","AGO","Angola",20200412,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"335","AGO","Angola",20200413,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"336","AGO","Angola",20200414,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"337","AGO","Angola",20200415,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.616687658930958,799.383312341069
"338","AGO","Angola",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.778973884965421,799.221026115035
"339","AGO","Angola",20200419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.778973884965421,799.221026115035
"340","AGO","Angola",20200420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.778973884965421,799.221026115035
"341","AGO","Angola",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,0.0649144904137851,0.778973884965421,799.221026115035
"342","ALB","Albania",20200404,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,304,17,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"343","ALB","Albania",20200101,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"344","ALB","Albania",20200102,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"345","ALB","Albania",20200103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"346","ALB","Albania",20200104,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"347","ALB","Albania",20200105,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"348","ALB","Albania",20200106,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"349","ALB","Albania",20200119,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"350","ALB","Albania",20200203,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"351","ALB","Albania",20200204,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,304,17,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.93083391711346,106.057265341323,2793.94273465868
"352","ALB","Albania",20200414,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,467,23,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,162.92349642894,2737.07650357106
"353","ALB","Albania",20200111,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,467,23,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,162.92349642894,2737.07650357106
"354","ALB","Albania",20200112,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,467,23,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,162.92349642894,2737.07650357106
"355","ALB","Albania",20200113,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,467,23,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,162.92349642894,2737.07650357106
"356","ALB","Albania",20200114,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,467,23,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,162.92349642894,2737.07650357106
"357","ALB","Albania",20200115,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,467,23,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,162.92349642894,2737.07650357106
"358","ALB","Albania",20200116,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,467,23,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,162.92349642894,2737.07650357106
"359","ALB","Albania",20200314,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,33,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,11.5127952508673,2888.48720474913
"360","ALB","Albania",20200302,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,33,1,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,11.5127952508673,2888.48720474913
"361","ALB","Albania",20200303,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,33,1,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,11.5127952508673,2888.48720474913
"362","ALB","Albania",20200304,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,33,1,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,11.5127952508673,2888.48720474913
"363","ALB","Albania",20200221,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,33,1,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,11.5127952508673,2888.48720474913
"364","ALB","Albania",20200222,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,33,1,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,11.5127952508673,2888.48720474913
"365","ALB","Albania",20200223,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,33,1,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,11.5127952508673,2888.48720474913
"366","ALB","Albania",20200207,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,33,1,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,11.5127952508673,2888.48720474913
"367","ALB","Albania",20200330,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,212,10,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,73.9609876722384,2826.03901232776
"368","ALB","Albania",20200331,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,223,12,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,4.18647100031538,77.7985860891942,2822.20141391081
"369","ALB","Albania",20200420,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,562,26,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"370","ALB","Albania",20200130,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"371","ALB","Albania",20200131,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"372","ALB","Albania",20200201,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"373","ALB","Albania",20200202,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"374","ALB","Albania",20200123,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"375","ALB","Albania",20200124,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"376","ALB","Albania",20200125,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"377","ALB","Albania",20200126,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"378","ALB","Albania",20200127,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"379","ALB","Albania",20200128,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"380","ALB","Albania",20200129,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,562,26,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"381","ALB","Albania",20200229,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,562,26,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"382","ALB","Albania",20200301,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,562,26,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,196.066391848104,2703.9336081519
"383","ALB","Albania",20200401,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,243,15,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.23308875039423,84.7760377563865,2815.22396224361
"384","ALB","Albania",20200107,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,243,15,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.23308875039423,84.7760377563865,2815.22396224361
"385","ALB","Albania",20200117,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,243,15,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,5.23308875039423,84.7760377563865,2815.22396224361
"388","ALB","Albania",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,26,NA,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,203.741588682015,2696.25841131798
"389","ALB","Albania",20200326,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,146,5,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,1.74436291679808,50.9353971705038,2849.0646028295
"390","ALB","Albania",20200327,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,174,6,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,2.09323550015769,60.703829504573,2839.29617049543
"391","ALB","Albania",20200328,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,186,9,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.13985325023654,64.8903005048884,2835.10969949511
"392","ALB","Albania",20200329,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,197,10,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"393","ALB","Albania",20200211,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"394","ALB","Albania",20200212,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"395","ALB","Albania",20200213,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"396","ALB","Albania",20200214,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"397","ALB","Albania",20200215,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"398","ALB","Albania",20200216,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"399","ALB","Albania",20200217,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"400","ALB","Albania",20200109,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"401","ALB","Albania",20200110,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,197,10,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,3.48872583359615,68.7278989218442,2831.27210107816
"407","ALB","Albania",20200413,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,446,23,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,155.597172178388,2744.40282782161
"408","ALB","Albania",20200305,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,446,23,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,155.597172178388,2744.40282782161
"409","ALB","Albania",20200306,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,446,23,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,155.597172178388,2744.40282782161
"410","ALB","Albania",20200307,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,0,0,446,23,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,155.597172178388,2744.40282782161
"411","ALB","Albania",20200308,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1,0,0,1,1,446,23,4.76,4.76,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,155.597172178388,2744.40282782161
"412","ALB","Albania",20200121,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,446,23,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,155.597172178388,2744.40282782161
"413","ALB","Albania",20200122,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,1,0,0,0,0,446,23,0,0,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,155.597172178388,2744.40282782161
"414","ALB","Albania",20200412,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,433,23,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,8.02406941727115,151.061828594713,2748.93817140529
"415","ALB","Albania",20200417,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,518,26,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,180.715998180281,2719.28400181972
"416","ALB","Albania",20200418,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,539,26,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,188.042322430833,2711.95767756917
"417","ALB","Albania",20200419,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,548,26,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,9.07068716734999,191.182175681069,2708.81782431893
"418","ALB","Albania",20200312,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,11,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,3.83759841695577,2896.16240158304
"419","ALB","Albania",20200313,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,23,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,8.02406941727115,2891.97593058273
"420","ALB","Albania",20200315,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,38,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,0.348872583359615,13.2571581676654,2886.74284183233
