"","country_name","country_code","date","s1_school_closing","s1_is_general","s2_workplace_closing","s2_is_general","s3_cancel_public_events","s3_is_general","s4_close_public_transport","s4_is_general","s5_public_information_campaigns","s5_is_general","s6_restrictions_on_internal_movement","s6_is_general","s7_international_travel_controls","s8_fiscal_measures","s9_monetary_measures","s10_emergency_investment_in_health_care","s11_investment_in_vaccines","s12_testing_framework","s13_contact_tracing","confirmed_cases","confirmed_deaths","stringency_index","stringency_index_for_display","hospital_beds_per_million","people_per_sq_km","gdp_percap","population_millions","age_percent_0_to_14","age_percent_15_to_64","age_percent_65_UP","percent_smoking_prev","day_of_year","deaths_per_million","cases_per_million","spare_beds_per_million","days_since_first_case"
"107","Aruba","ABW",20200416,2,1,2,1,2,1,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,93,1,NA,NA,NA,588.0277778,39454.62983,0.105845,17.80244697,68.64660589,13.55094714,NA,107,9.44777741036421,878.643299163872,NA,1
"108","Aruba","ABW",20200417,2,1,2,1,2,1,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,95,1,NA,85.71,NA,588.0277778,39454.62983,0.105845,17.80244697,68.64660589,13.55094714,NA,108,9.44777741036421,897.5388539846,NA,2
"109","Aruba","ABW",20200418,2,1,2,1,2,1,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,96,2,NA,85.71,NA,588.0277778,39454.62983,0.105845,17.80244697,68.64660589,13.55094714,NA,109,18.8955548207284,906.986631394964,NA,3
"110","Aruba","ABW",20200419,2,1,2,1,2,1,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,96,2,NA,85.71,NA,588.0277778,39454.62983,0.105845,17.80244697,68.64660589,13.55094714,NA,110,18.8955548207284,906.986631394964,NA,4
"111","Aruba","ABW",20200420,2,1,2,1,2,1,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA,NA,NA,97,2,NA,85.71,NA,588.0277778,39454.62983,0.105845,17.80244697,68.64660589,13.55094714,NA,111,18.8955548207284,916.434408805329,NA,5
"112","Aruba","ABW",20200421,2,1,2,1,2,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,97,2,NA,85.71,NA,588.0277778,39454.62983,0.105845,17.80244697,68.64660589,13.55094714,NA,112,18.8955548207284,916.434408805329,NA,6
"113","Aruba","ABW",20200422,2,1,2,1,2,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,97,2,NA,85.71,NA,588.0277778,39454.62983,0.105845,17.80244697,68.64660589,13.55094714,NA,113,18.8955548207284,916.434408805329,NA,7
"114","Aruba","ABW",20200423,2,1,2,1,2,1,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,97,2,NA,85.71,NA,588.0277778,39454.62983,0.105845,17.80244697,68.64660589,13.55094714,NA,114,18.8955548207284,916.434408805329,NA,8
"198","Afghanistan","AFG",20200324,2,1,0,NA,2,0,0,NA,1,1,2,0,1,0,NA,0,0,1,1,40,1,52.38,52.38,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,84,0.0269016898726921,1.07606759490768,498.923932405092,1
"199","Afghanistan","AFG",20200325,2,1,0,NA,2,0,0,NA,1,1,2,0,1,0,NA,0,0,1,1,42,1,52.38,52.38,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,85,0.0269016898726921,1.12987097465307,498.870129025347,2
"200","Afghanistan","AFG",20200326,2,1,2,0,2,0,0,NA,1,1,2,0,1,0,NA,0,0,1,1,75,1,61.9,61.9,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,86,0.0269016898726921,2.0176267404519,497.982373259548,3
"201","Afghanistan","AFG",20200327,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,75,1,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,87,0.0269016898726921,2.0176267404519,497.982373259548,4
"202","Afghanistan","AFG",20200328,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,91,2,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,88,0.0538033797453841,2.44805377841498,497.551946221585,5
"203","Afghanistan","AFG",20200329,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,106,3,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,89,0.0807050696180762,2.85157912650536,497.148420873495,6
"204","Afghanistan","AFG",20200330,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,114,4,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,90,0.107606759490768,3.06679264548689,496.933207354513,7
"205","Afghanistan","AFG",20200331,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,141,4,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,91,0.107606759490768,3.79313827204958,496.20686172795,8
"206","Afghanistan","AFG",20200401,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,166,4,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,92,0.107606759490768,4.46568051886688,495.534319481133,9
"207","Afghanistan","AFG",20200402,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,192,4,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,93,0.107606759490768,5.16512445555687,494.834875544443,10
"208","Afghanistan","AFG",20200403,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,235,4,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,94,0.107606759490768,6.32189712008263,493.678102879917,11
"209","Afghanistan","AFG",20200404,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,235,4,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,95,0.107606759490768,6.32189712008263,493.678102879917,12
"210","Afghanistan","AFG",20200405,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,270,5,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,96,0.13450844936346,7.26345626562685,492.736543734373,13
"211","Afghanistan","AFG",20200406,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,299,7,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,97,0.188311829108844,8.04360527193492,491.956394728065,14
"212","Afghanistan","AFG",20200407,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,337,7,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,98,0.188311829108844,9.06586948709722,490.934130512903,15
"213","Afghanistan","AFG",20200408,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,367,11,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,99,0.295918588599613,9.87292018327798,490.127079816722,16
"214","Afghanistan","AFG",20200409,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,423,14,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,100,0.376623658217689,11.3794148161487,488.620585183851,17
"215","Afghanistan","AFG",20200410,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,484,15,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,101,0.403525348090381,13.020417898383,486.979582101617,18
"216","Afghanistan","AFG",20200411,2,1,2,0,2,0,2,0,1,1,2,0,1,127711935,NA,54577750,0,1,1,521,15,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,102,0.403525348090381,14.0157804236726,485.984219576327,19
"217","Afghanistan","AFG",20200412,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,555,18,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,103,0.484230417708457,14.9304378793441,485.069562120656,20
"218","Afghanistan","AFG",20200413,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,607,18,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,104,0.484230417708457,16.3293257527241,483.670674247276,21
"219","Afghanistan","AFG",20200414,2,1,2,0,2,0,2,0,1,1,2,0,1,0,NA,0,0,1,1,665,21,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,105,0.564935487326533,17.8896237653402,482.11037623466,22
"220","Afghanistan","AFG",20200415,2,1,2,0,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,714,23,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,106,0.618738867071917,19.2078065691021,480.792193430898,23
"221","Afghanistan","AFG",20200416,2,1,2,0,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,784,25,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,107,0.672542246817301,21.0909248601906,478.909075139809,24
"222","Afghanistan","AFG",20200417,2,1,2,0,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,794,29,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,108,0.78014900630807,21.3599417589175,478.640058241082,25
"223","Afghanistan","AFG",20200418,2,1,2,0,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,845,30,71.43,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,109,0.807050696180762,22.7319279424248,477.268072057575,26
"224","Afghanistan","AFG",20200419,2,1,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,908,30,NA,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,110,0.807050696180762,24.4267344044044,475.573265595596,27
"225","Afghanistan","AFG",20200420,2,1,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,996,33,NA,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,111,0.887755765798838,26.7940831132013,473.205916886799,28
"226","Afghanistan","AFG",20200421,2,1,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,1031,35,NA,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,112,0.941559145544222,27.7356422587455,472.264357741255,29
"227","Afghanistan","AFG",20200422,NA,NA,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,1092,36,NA,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,113,0.968460835416914,29.3766453409797,470.62335465902,30
"228","Afghanistan","AFG",20200423,NA,NA,NA,NA,2,0,2,0,1,1,2,0,1,NA,NA,NA,0,1,1,1092,36,NA,71.43,500,56.93776001,1955.006208,37.172386,43.09017551,54.32489755,2.58492694,NA,114,0.968460835416914,29.3766453409797,470.62335465902,31
"318","Angola","AGO",20200330,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,1,0,7,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,90,0.0649144904137851,0.227200716448248,799.772799283552,1
"319","Angola","AGO",20200331,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,1,0,7,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,91,0.0649144904137851,0.227200716448248,799.772799283552,2
"320","Angola","AGO",20200401,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,1,0,7,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,92,0.0649144904137851,0.227200716448248,799.772799283552,3
"321","Angola","AGO",20200402,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,1,0,8,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,93,0.0649144904137851,0.25965796165514,799.740342038345,4
"322","Angola","AGO",20200403,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,4e+07,0,2,0,8,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,94,0.0649144904137851,0.25965796165514,799.740342038345,5
"323","Angola","AGO",20200404,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,0,0,2,0,8,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,95,0.0649144904137851,0.25965796165514,799.740342038345,6
"324","Angola","AGO",20200405,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,0,0,2,0,10,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,96,0.0649144904137851,0.324572452068925,799.675427547931,7
"325","Angola","AGO",20200406,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,0,0,2,0,14,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,97,0.0649144904137851,0.454401432896496,799.545598567104,8
"326","Angola","AGO",20200407,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,0,0,2,0,16,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,98,0.0649144904137851,0.519315923310281,799.48068407669,9
"327","Angola","AGO",20200408,2,1,2,1,2,1,0,1,0,1,2,1,3,9e+06,0,0,0,2,0,17,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,99,0.0649144904137851,0.551773168517173,799.448226831483,10
"328","Angola","AGO",20200409,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,100,0.0649144904137851,0.616687658930958,799.383312341069,11
"329","Angola","AGO",20200410,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,101,0.0649144904137851,0.616687658930958,799.383312341069,12
"330","Angola","AGO",20200411,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,102,0.0649144904137851,0.616687658930958,799.383312341069,13
"331","Angola","AGO",20200412,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,103,0.0649144904137851,0.616687658930958,799.383312341069,14
"332","Angola","AGO",20200413,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,104,0.0649144904137851,0.616687658930958,799.383312341069,15
"333","Angola","AGO",20200414,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,105,0.0649144904137851,0.616687658930958,799.383312341069,16
"334","Angola","AGO",20200415,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,106,0.0649144904137851,0.616687658930958,799.383312341069,17
"335","Angola","AGO",20200416,2,1,2,1,2,1,0,1,0,1,2,1,3,0,0,0,0,2,0,19,2,71.43,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,107,0.0649144904137851,0.616687658930958,799.383312341069,18
"336","Angola","AGO",20200417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,108,0.0649144904137851,0.616687658930958,799.383312341069,19
"337","Angola","AGO",20200418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,109,0.0649144904137851,0.616687658930958,799.383312341069,20
"338","Angola","AGO",20200419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,110,0.0649144904137851,0.778973884965421,799.221026115035,21
"339","Angola","AGO",20200420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,111,0.0649144904137851,0.778973884965421,799.221026115035,22
"340","Angola","AGO",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,112,0.0649144904137851,0.778973884965421,799.221026115035,23
"341","Angola","AGO",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,NA,71.43,800,24.71305206,6452.355165,30.809762,46.80892471,50.97470164,2.216373648,NA,113,0.0649144904137851,0.778973884965421,799.221026115035,24
"413","Albania","ALB",20200312,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,11,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,72,0.348872583359615,3.83759841695577,2896.16240158304,1
"414","Albania","ALB",20200313,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,23,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,73,0.348872583359615,8.02406941727115,2891.97593058273,2
"415","Albania","ALB",20200314,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,33,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,74,0.348872583359615,11.5127952508673,2888.48720474913,3
"416","Albania","ALB",20200315,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,38,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,75,0.348872583359615,13.2571581676654,2886.74284183233,4
"417","Albania","ALB",20200316,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,42,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,76,0.348872583359615,14.6526485011038,2885.3473514989,5
"418","Albania","ALB",20200317,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,51,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,77,0.348872583359615,17.7925017513404,2882.20749824866,6
"419","Albania","ALB",20200318,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,55,1,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,78,0.348872583359615,19.1879920847788,2880.81200791522,7
"420","Albania","ALB",20200319,2,1,2,0,2,1,2,0,1,1,2,0,3,3.45e+08,1,2.5e+07,0,1,1,59,2,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,79,0.69774516671923,20.5834824182173,2879.41651758178,8
"421","Albania","ALB",20200320,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,70,2,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,80,0.69774516671923,24.4210808351731,2875.57891916483,9
"422","Albania","ALB",20200321,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,70,2,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,81,0.69774516671923,24.4210808351731,2875.57891916483,10
"423","Albania","ALB",20200322,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,76,2,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,82,0.69774516671923,26.5143163353307,2873.48568366467,11
"424","Albania","ALB",20200323,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,89,2,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,83,0.69774516671923,31.0496599190057,2868.95034008099,12
"425","Albania","ALB",20200324,2,1,2,0,2,1,2,0,1,1,2,0,3,0,1,0,0,1,1,100,4,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,84,1.39549033343846,34.8872583359615,2865.11274166404,13
"426","Albania","ALB",20200325,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,123,5,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,85,1.74436291679808,42.9113277532327,2857.08867224677,14
"427","Albania","ALB",20200326,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,146,5,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,86,1.74436291679808,50.9353971705038,2849.0646028295,15
"428","Albania","ALB",20200327,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,174,6,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,87,2.09323550015769,60.703829504573,2839.29617049543,16
"429","Albania","ALB",20200328,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,186,9,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,88,3.13985325023654,64.8903005048884,2835.10969949511,17
"430","Albania","ALB",20200329,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,197,10,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,89,3.48872583359615,68.7278989218442,2831.27210107816,18
"431","Albania","ALB",20200330,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,212,10,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,90,3.48872583359615,73.9609876722384,2826.03901232776,19
"432","Albania","ALB",20200331,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,223,12,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,91,4.18647100031538,77.7985860891942,2822.20141391081,20
"433","Albania","ALB",20200401,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,243,15,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,92,5.23308875039423,84.7760377563865,2815.22396224361,21
"434","Albania","ALB",20200402,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,259,15,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,93,5.23308875039423,90.3579990901403,2809.64200090986,22
"435","Albania","ALB",20200403,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,277,16,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,94,5.58196133375384,96.6377055906134,2803.36229440939,23
"436","Albania","ALB",20200404,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,304,17,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,95,5.93083391711346,106.057265341323,2793.94273465868,24
"437","Albania","ALB",20200405,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,333,19,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,96,6.62857908383269,116.174570258752,2783.82542974125,25
"438","Albania","ALB",20200406,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,361,21,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,97,7.32632425055192,125.943002592821,2774.05699740718,26
"439","Albania","ALB",20200407,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,377,22,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,98,7.67519683391153,131.524963926575,2768.47503607343,27
"440","Albania","ALB",20200408,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,383,22,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,99,7.67519683391153,133.618199426733,2766.38180057327,28
"441","Albania","ALB",20200409,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,400,22,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,100,7.67519683391153,139.549033343846,2760.45096665615,29
"442","Albania","ALB",20200410,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,409,23,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,101,8.02406941727115,142.688886594083,2757.31111340592,30
"443","Albania","ALB",20200411,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,416,23,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,102,8.02406941727115,145.1309946776,2754.8690053224,31
"444","Albania","ALB",20200412,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,433,23,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,103,8.02406941727115,151.061828594713,2748.93817140529,32
"445","Albania","ALB",20200413,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,446,23,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,104,8.02406941727115,155.597172178388,2744.40282782161,33
"446","Albania","ALB",20200414,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,467,23,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,105,8.02406941727115,162.92349642894,2737.07650357106,34
"447","Albania","ALB",20200415,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,475,24,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,106,8.37294200063076,165.714477095817,2734.28552290418,35
"448","Albania","ALB",20200416,2,1,2,0,2,1,2,0,1,1,2,0,3,0,0.5,0,0,1,1,494,25,85.71,85.71,2900,104.6122628,13364.1554,2.866376,17.67287372,68.58239036,13.74473591,29.4,107,8.72181458399038,172.34305617965,2727.65694382035,36
