"","country_name","country_code","date","s1_school_closing","s1_is_general","s2_workplace_closing","s2_is_general","s3_cancel_public_events","s3_is_general","s4_close_public_transport","s4_is_general","s5_public_information_campaigns","s5_is_general","s6_restrictions_on_internal_movement","s6_is_general","s7_international_travel_controls","s8_fiscal_measures","s9_monetary_measures","s10_emergency_investment_in_health_care","s11_investment_in_vaccines","s12_testing_framework","s13_contact_tracing","confirmed_cases","confirmed_deaths","stringency_index","stringency_index_for_display","hospital_beds_per_million","people_per_sq_km","gdp_percap","population_millions","age_percent_0_to_14","age_percent_15_to_64","age_percent_65_UP","percent_smoking_prev","day_of_year","deaths_per_million","cases_per_million","spare_beds_per_million","days_since_first_case"
"2494","Barbados","BRB",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,5,NA,80.95,5800,666.6069767,18554.12928,0.286641,17.34294815,66.85435789,15.80269396,7,113,17.4434222599,261.6513338985,5538.3486661015,17
"2583","Brunei","BRN",20200329,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,120,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,89,2.33120882502413,279.745059002895,2420.2549409971,1
"2584","Brunei","BRN",20200330,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,126,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,90,2.33120882502413,293.73231195304,2406.26768804696,2
"2585","Brunei","BRN",20200331,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,127,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,91,2.33120882502413,296.063520778064,2403.93647922194,3
"2586","Brunei","BRN",20200401,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,313627228,5.5,0,0,2,1,129,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,92,2.33120882502413,300.725938428112,2399.27406157189,4
"2587","Brunei","BRN",20200402,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,131,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,93,2.33120882502413,305.388356078161,2394.61164392184,5
"2588","Brunei","BRN",20200403,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,133,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,94,2.33120882502413,310.050773728209,2389.94922627179,6
"2589","Brunei","BRN",20200404,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,133,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,95,2.33120882502413,310.050773728209,2389.94922627179,7
"2590","Brunei","BRN",20200405,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,135,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,96,2.33120882502413,314.713191378257,2385.28680862174,8
"2591","Brunei","BRN",20200406,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,135,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,97,2.33120882502413,314.713191378257,2385.28680862174,9
"2592","Brunei","BRN",20200407,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,135,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,98,2.33120882502413,314.713191378257,2385.28680862174,10
"2593","Brunei","BRN",20200408,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,135,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,99,2.33120882502413,314.713191378257,2385.28680862174,11
"2594","Brunei","BRN",20200409,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,135,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,100,2.33120882502413,314.713191378257,2385.28680862174,12
"2595","Brunei","BRN",20200410,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,135,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,101,2.33120882502413,314.713191378257,2385.28680862174,13
"2596","Brunei","BRN",20200411,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,136,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,102,2.33120882502413,317.044400203281,2382.95559979672,14
"2597","Brunei","BRN",20200412,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,136,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,103,2.33120882502413,317.044400203281,2382.95559979672,15
"2598","Brunei","BRN",20200413,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,136,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,104,2.33120882502413,317.044400203281,2382.95559979672,16
"2599","Brunei","BRN",20200414,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,136,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,105,2.33120882502413,317.044400203281,2382.95559979672,17
"2600","Brunei","BRN",20200415,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,136,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,106,2.33120882502413,317.044400203281,2382.95559979672,18
"2601","Brunei","BRN",20200416,2,1,0,NA,2,1,0,NA,1,1,0,NA,3,0,5.5,0,0,2,1,136,1,57.14,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,107,2.33120882502413,317.044400203281,2382.95559979672,19
"2602","Brunei","BRN",20200417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,1,NA,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,108,2.33120882502413,317.044400203281,2382.95559979672,20
"2603","Brunei","BRN",20200418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,1,NA,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,109,2.33120882502413,317.044400203281,2382.95559979672,21
"2604","Brunei","BRN",20200419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,1,NA,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,110,2.33120882502413,319.375609028306,2380.62439097169,22
"2605","Brunei","BRN",20200420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,1,NA,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,111,2.33120882502413,321.70681785333,2378.29318214667,23
"2606","Brunei","BRN",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,1,NA,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,112,2.33120882502413,321.70681785333,2378.29318214667,24
"2607","Brunei","BRN",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,1,NA,57.14,2700,81.39696395,80920.04868,0.428962,23.02646149,72.10039094,4.873147568,16.2,113,2.33120882502413,321.70681785333,2378.29318214667,25
"2700","Botswana","BWA",20200402,2,1,2,1,2,1,2,1,1,1,2,1,3,0,4.75,0,0,1,1,4,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,93,0.443630923914635,1.77452369565854,1798.22547630434,1
"2701","Botswana","BWA",20200403,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,4,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,94,0.443630923914635,1.77452369565854,1798.22547630434,2
"2702","Botswana","BWA",20200404,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,4,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,95,0.443630923914635,1.77452369565854,1798.22547630434,3
"2703","Botswana","BWA",20200405,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,4,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,96,0.443630923914635,1.77452369565854,1798.22547630434,4
"2704","Botswana","BWA",20200406,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,6,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,97,0.443630923914635,2.66178554348781,1797.33821445651,5
"2705","Botswana","BWA",20200407,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,6,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,98,0.443630923914635,2.66178554348781,1797.33821445651,6
"2706","Botswana","BWA",20200408,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,6,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,99,0.443630923914635,2.66178554348781,1797.33821445651,7
"2707","Botswana","BWA",20200409,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,7,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,100,0.443630923914635,3.10541646740244,1796.8945835326,8
"2708","Botswana","BWA",20200410,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,13,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,101,0.443630923914635,5.76720201089025,1794.23279798911,9
"2709","Botswana","BWA",20200411,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,13,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,102,0.443630923914635,5.76720201089025,1794.23279798911,10
"2710","Botswana","BWA",20200412,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,13,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,103,0.443630923914635,5.76720201089025,1794.23279798911,11
"2711","Botswana","BWA",20200413,2,1,2,1,2,1,2,1,1,1,2,1,3,NA,NA,NA,NA,1,1,13,1,100,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,104,0.443630923914635,5.76720201089025,1794.23279798911,12
"2712","Botswana","BWA",20200414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,105,0.443630923914635,5.76720201089025,1794.23279798911,13
"2713","Botswana","BWA",20200415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,106,0.443630923914635,5.76720201089025,1794.23279798911,14
"2714","Botswana","BWA",20200416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,NA,NA,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,107,0.443630923914635,5.76720201089025,1794.23279798911,15
"2715","Botswana","BWA",20200417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,108,0.443630923914635,6.65446385871952,1793.34553614128,16
"2716","Botswana","BWA",20200418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,109,0.443630923914635,6.65446385871952,1793.34553614128,17
"2717","Botswana","BWA",20200419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,NA,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,110,0.443630923914635,6.65446385871952,1793.34553614128,18
"2718","Botswana","BWA",20200420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,111,0.443630923914635,8.8726184782927,1791.12738152171,19
"2719","Botswana","BWA",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,112,0.443630923914635,8.8726184782927,1791.12738152171,20
"2720","Botswana","BWA",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,NA,100,1800,3.977424876,18615.79334,2.254126,34.11294602,61.66317964,4.223874346,NA,113,0.443630923914635,8.8726184782927,1791.12738152171,21
"2790","Canada","CAN",20200310,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,0,1.25,35,0,2,1,77,1,4.76,4.76,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,70,0.0269848977670402,2.07783712806209,2697.92216287194,1
"2791","Canada","CAN",20200311,0,NA,0,NA,0,NA,0,NA,1,1,0,NA,1,1.1e+07,0.25,562,2e+08,2,1,93,1,19.05,19.05,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,71,0.0269848977670402,2.50959549233474,2697.49040450767,2
"2792","Canada","CAN",20200312,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,0.25,562,191,2,1,103,1,28.57,28.57,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,72,0.0269848977670402,2.77944447000514,2697.22055552999,3
"2793","Canada","CAN",20200313,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,0.25,562,191,2,1,138,1,28.57,28.57,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,73,0.0269848977670402,3.72391589185155,2696.27608410815,4
"2794","Canada","CAN",20200314,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,0.25,562,191,2,1,176,1,28.57,28.57,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,74,0.0269848977670402,4.74934200699907,2695.250657993,5
"2795","Canada","CAN",20200315,0,NA,0,NA,2,0,0,NA,1,1,0,NA,1,0,0.25,562,191,2,1,244,1,28.57,28.57,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,75,0.0269848977670402,6.5843150551578,2693.41568494484,6
"2796","Canada","CAN",20200316,2,0,0,NA,2,0,0,NA,1,1,0,NA,1,0,0.25,562,191,2,1,304,1,38.1,38.1,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,76,0.0269848977670402,8.20340892118022,2691.79659107882,7
"2797","Canada","CAN",20200317,2,0,0,NA,2,0,0,NA,1,1,0,NA,1,0,0.25,562,191,2,1,424,4,38.1,38.1,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,77,0.107939591068161,11.441596653225,2688.55840334677,8
"2798","Canada","CAN",20200318,2,0,2,0,2,0,0,NA,1,1,0,NA,3,3.67e+08,0.75,562,191,2,1,569,8,57.14,57.14,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,78,0.215879182136321,15.3544068294459,2684.64559317055,9
"2799","Canada","CAN",20200319,2,0,2,0,2,0,0,NA,1,1,0,NA,3,0,0.75,562,191,3,1,690,9,57.14,57.14,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,79,0.242864079903362,18.6195794592577,2681.38042054074,10
"2800","Canada","CAN",20200320,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.75,562,191,3,1,846,10,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,80,0.269848977670402,22.829223510916,2677.17077648908,11
"2801","Canada","CAN",20200321,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.75,562,191,3,1,971,12,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,81,0.323818773204482,26.202335731796,2673.7976642682,12
"2802","Canada","CAN",20200322,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.75,562,191,3,1,1302,18,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,82,0.485728159806723,35.1343368926863,2664.86566310731,13
"2803","Canada","CAN",20200323,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.75,562,191,3,1,1430,20,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,83,0.539697955340804,38.5884038068675,2661.41159619313,14
"2804","Canada","CAN",20200324,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.75,562,191,3,1,1646,24,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,84,0.647637546408964,44.4171417245481,2655.58285827545,15
"2805","Canada","CAN",20200325,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.75,562,191,3,1,1959,27,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,85,0.728592239710085,52.8634147256317,2647.13658527437,16
"2806","Canada","CAN",20200326,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.75,562,191,3,1,3385,35,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,86,0.944471421846406,91.343878941431,2608.65612105857,17
"2807","Canada","CAN",20200327,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.25,562,191,3,1,4018,39,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,87,1.05241101291457,108.425319227967,2591.57468077203,18
"2808","Canada","CAN",20200328,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.25,562,191,3,1,4675,53,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,88,1.43019958165313,126.154397060913,2573.84560293909,19
"2809","Canada","CAN",20200329,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.25,562,191,3,1,5386,60,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,89,1.61909386602241,145.340659373278,2554.65934062672,20
"2810","Canada","CAN",20200330,2,1,2,0,2,0,0,NA,1,1,2,0,3,0,0.25,562,191,3,1,6255,61,71.43,71.43,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,90,1.64607876378945,168.790535532836,2531.20946446716,21
"2811","Canada","CAN",20200331,2,1,2,0,2,1,0,NA,1,1,2,0,3,2.29e+08,0.25,1951,191,3,1,7424,89,76.19,76.19,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,91,2.40165590126658,200.335881022506,2499.66411897749,22
"2812","Canada","CAN",20200401,2,1,2,1,2,1,0,NA,1,1,2,0,3,0,0.25,1951,191,3,1,8536,96,80.95,80.95,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,92,2.59055018563586,230.343087339455,2469.65691266055,23
"2813","Canada","CAN",20200402,2,1,2,1,2,1,0,NA,1,1,2,0,3,0,0.25,0,0,3,1,9595,109,80.95,80.95,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,93,2.94135385660738,258.920094074751,2441.07990592525,24
"2814","Canada","CAN",20200403,2,1,2,1,2,1,0,NA,1,1,2,0,3,0,0.25,70800000,0,3,1,11268,138,80.95,80.95,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,94,3.72391589185155,304.065828039009,2395.93417196099,25
"2815","Canada","CAN",20200404,2,1,2,1,2,1,0,NA,1,1,2,0,3,0,0.25,0,0,3,1,12519,187,80.95,80.95,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,95,5.04617588243651,337.823935145576,2362.17606485442,26
"2816","Canada","CAN",20200405,2,1,2,1,2,1,0,NA,1,1,2,0,3,0,0.25,0,0,3,1,13882,231,80.95,80.95,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,96,6.23351138418628,374.604350802052,2325.39564919795,27
"2817","Canada","CAN",20200406,2,1,2,1,2,1,0,NA,1,1,2,0,3,0,0.25,0,0,3,1,15496,280,80.95,80.95,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,97,7.55577137477125,418.157975798055,2281.84202420195,28
"2818","Canada","CAN",20200407,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,16653,323,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,98,8.71612197875398,449.37950251452,2250.62049748548,29
"2819","Canada","CAN",20200408,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,17883,380,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,99,10.2542611514753,482.57092676798,2217.42907323202,30
"2820","Canada","CAN",20200409,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,19274,435,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,100,11.7384305286625,520.106919561933,2179.89308043807,31
"2821","Canada","CAN",20200410,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,20748,509,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,101,13.7353129634235,559.88265887055,2140.11734112945,32
"2822","Canada","CAN",20200411,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,22133,569,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,102,15.3544068294459,597.2567422779,2102.7432577221,33
"2823","Canada","CAN",20200412,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,23301,653,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,103,17.6211382418772,628.775102869803,2071.2248971302,34
"2824","Canada","CAN",20200413,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,24365,717,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,104,19.3481716989678,657.487034093934,2042.51296590607,35
"2825","Canada","CAN",20200414,2,1,2,1,2,1,0,NA,1,1,2,1,3,9e+07,0.25,0,0,3,1,25663,780,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,105,21.0482202582913,692.513431395552,2007.48656860445,36
"2826","Canada","CAN",20200415,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,27046,903,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,106,24.3673626836373,729.833545007369,1970.16645499263,37
"2827","Canada","CAN",20200416,2,1,2,1,2,1,0,NA,1,1,2,1,3,0,0.25,0,0,3,1,28364,1010,85.71,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,107,27.2547467447106,765.399640264328,1934.60035973567,38
"2828","Canada","CAN",20200417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30081,1193,NA,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,108,32.1929830360789,811.732709730336,1888.26729026966,39
"2829","Canada","CAN",20200418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31872,1309,NA,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,109,35.3232311770556,860.062661631105,1839.9373383689,40
"2830","Canada","CAN",20200419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33341,1467,NA,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,110,39.5868450242479,899.703476450887,1800.29652354911,41
"2831","Canada","CAN",20200420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34777,1580,NA,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,111,42.6361384719235,938.453789644356,1761.54621035564,42
"2832","Canada","CAN",20200421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36823,1690,NA,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,112,45.6044772262979,993.664890475721,1706.33510952428,43
"2833","Canada","CAN",20200422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38413,1834,NA,85.71,2700,4.075308214,48130.25597,37.057765,15.87025087,66.89774245,17.23200668,14.95,113,49.4903025047517,1036.57087792531,1663.42912207469,44
"2899","Switzerland","CHE",20200306,0,1,0,NA,1,1,0,NA,1,1,0,1,0,0,-0.75,0,5335000,2,1,87,1,23.81,23.81,4700,215.5213784,68060.94105,8.513227,14.91095477,66.46582867,18.62321656,23.3,66,0.117464270599151,10.2193915421262,4689.78060845787,1
"2900","Switzerland","CHE",20200307,0,1,0,NA,1,1,0,NA,1,1,0,1,0,0,-0.75,0,0,1,1,209,1,23.81,23.81,4700,215.5213784,68060.94105,8.513227,14.91095477,66.46582867,18.62321656,23.3,67,0.117464270599151,24.5500325552226,4675.44996744478,2
"2901","Switzerland","CHE",20200308,0,1,0,NA,1,1,0,NA,1,1,0,1,0,0,-0.75,0,0,1,1,264,1,23.81,23.81,4700,215.5213784,68060.94105,8.513227,14.91095477,66.46582867,18.62321656,23.3,68,0.117464270599151,31.0105674381759,4668.98943256182,3
"2902","Switzerland","CHE",20200309,0,1,0,NA,1,1,0,NA,1,1,0,1,0,0,-0.75,0,0,1,1,332,2,23.81,23.81,4700,215.5213784,68060.94105,8.513227,14.91095477,66.46582867,18.62321656,23.3,69,0.234928541198302,38.9981378389182,4661.00186216108,4
